train_no,train_name,route_id,train_type,priority,journey_date,day_of_week,month,season,is_festival_day,station_seq,from_station,to_station,distance_from_origin_km,section_distance_km,scheduled_arrival_min_from_origin,scheduled_departure_min_from_origin,halt_min_scheduled,section_permissible_speed_kmph,section_scheduled_avg_speed_kmph,fog_prone_section,congestion_level_static,departure_hour_of_day,weather_condition,visibility_m,temperature_c,is_tsr_event,tsr_effective_speed_kmph,prev_station_arrival_delay_min,rolling_avg_delay_last3_min,arrival_delay_min,actual_running_min,section_avg_speed_kmph,speed_anomaly_flag,recovered_min
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-03,4,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.8,False,,52.6,59.9,67.2,49.6,43.5,False,3.1
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-03,4,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.0,False,,67.2,67.6,83.1,110.9,60.6,False,5.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-04,5,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,29.2,False,,0.0,12.8,12.8,172.8,74.3,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-04,5,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.7,False,,12.8,15.5,18.1,40.3,53.6,False,2.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-04,5,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,33.3,False,,18.1,20.2,29.6,106.5,63.1,False,6.3
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-05,6,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,31.3,False,,0.0,24.9,24.9,184.9,69.5,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-05,6,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,29.5,False,,24.9,26.4,28.0,38.1,56.6,False,2.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-05,6,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,32.4,False,,28.0,25.5,23.5,90.5,74.3,False,8.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-06,0,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,27.3,False,,0.0,13.2,13.2,173.2,74.1,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-06,0,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,38.8,False,,13.2,17.1,21.1,42.9,50.4,False,2.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-06,0,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,29.8,False,,21.1,16.7,15.9,89.8,74.9,False,7.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-07,1,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,31.4,False,,0.0,28.3,28.3,188.3,68.2,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-07,1,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,29.4,False,,28.3,31.2,34.1,40.8,52.9,False,2.6
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-07,1,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,37.7,False,,34.1,36.2,46.1,107.0,62.8,False,6.3
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-08,2,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,28.5,False,,0.0,12.9,12.9,172.9,74.2,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-08,2,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,29.1,False,,12.9,19.7,26.5,48.6,44.4,False,2.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-08,2,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.2,False,,26.5,23.9,32.3,100.8,66.7,False,5.6
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-09,3,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,33.4,False,,0.0,24.1,24.1,184.1,69.7,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-09,3,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.2,False,,24.1,25.0,25.9,36.8,58.6,False,3.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-09,3,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,33.3,False,,25.9,27.6,32.9,102.0,65.9,False,8.1
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-10,4,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,29.8,False,,0.0,41.3,41.3,201.3,63.8,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-10,4,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.0,False,,41.3,48.1,55.0,48.7,44.3,False,1.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-10,4,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,30.7,False,,55.0,50.8,56.0,96.0,70.0,False,8.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-11,5,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,35.6,False,,0.0,25.8,25.8,185.8,69.1,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-11,5,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.8,False,,25.8,25.1,24.3,33.5,64.4,False,3.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-11,5,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.3,False,,24.3,31.6,44.8,115.5,58.2,False,6.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-12,6,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,29.3,False,,0.0,19.2,19.2,179.2,71.7,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-12,6,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.2,False,,19.2,30.1,41.0,56.8,38.0,True,2.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-12,6,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,31.6,False,,41.0,35.6,46.7,100.7,66.7,False,7.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-13,0,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,28.5,False,,0.0,20.3,20.3,180.3,71.2,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-13,0,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.7,False,,20.3,37.8,55.2,69.9,30.9,True,3.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-13,0,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.6,False,,55.2,43.9,56.1,95.9,70.1,False,4.6
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-14,1,10,other,False,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,36.7,False,,0.0,14.4,14.4,174.4,73.6,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-14,1,10,other,False,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.5,False,,14.4,33.5,52.5,73.1,29.6,True,2.9
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-14,1,10,other,False,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,28.1,False,,52.5,44.5,66.5,109.0,61.6,False,8.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-15,2,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,29.0,False,,0.0,9.8,9.8,169.8,75.6,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-15,2,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,33.8,False,,9.8,30.1,50.4,74.2,29.1,True,2.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-15,2,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,29.2,False,,50.4,40.2,60.4,103.7,64.8,False,7.3
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-16,3,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,32.9,False,,0.0,22.1,22.1,182.1,70.5,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-16,3,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,31.6,False,,22.1,27.8,33.4,45.2,47.7,False,1.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-16,3,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,32.0,False,,33.4,32.4,41.6,102.6,65.5,False,7.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-17,4,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,27.4,False,,0.0,17.3,17.3,177.3,72.4,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-17,4,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,31.3,False,,17.3,20.5,23.7,40.4,53.4,False,2.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-17,4,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,38.5,False,,23.7,22.1,25.4,95.9,70.1,False,9.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-18,5,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,33.0,False,,0.0,50.6,50.6,210.6,61.0,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-18,5,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.2,False,,50.6,54.2,57.9,41.8,51.7,False,3.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-18,5,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,30.2,False,,57.9,56.0,59.5,95.8,70.1,False,6.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-19,6,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,30.0,False,,0.0,25.2,25.2,185.2,69.3,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-19,6,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,28.3,False,,25.2,30.7,36.2,44.7,48.3,False,1.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-19,6,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,32.6,False,,36.2,39.4,56.8,114.8,58.5,False,5.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-20,0,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,35.5,False,,0.0,21.0,21.0,181.0,71.0,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-20,0,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,25.4,False,,21.0,31.7,42.4,55.2,39.1,True,2.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-20,0,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.1,False,,42.4,39.4,54.7,106.4,63.2,False,6.1
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-21,1,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,35.5,False,,0.0,5.6,5.6,165.6,77.6,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-21,1,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.5,False,,5.6,14.3,23.0,51.1,42.2,False,1.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-21,1,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,23.3,False,,23.0,24.4,44.5,114.7,58.6,False,9.3
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-22,2,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,31.2,False,,0.0,11.8,11.8,171.8,74.7,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-22,2,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.3,False,,11.8,18.8,25.7,47.7,45.3,False,2.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-22,2,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,30.8,False,,25.7,33.5,63.1,131.9,50.9,False,7.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-23,3,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,35.2,False,,0.0,23.8,23.8,183.8,69.9,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-23,3,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,35.6,False,,23.8,32.0,40.3,50.6,42.7,False,2.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-23,3,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,32.4,False,,40.3,37.9,49.6,103.5,64.9,False,5.2
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-24,4,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,31.0,False,,0.0,13.4,13.4,173.4,74.1,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-24,4,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,33.7,False,,13.4,16.2,19.1,39.2,55.1,False,2.6
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-24,4,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,33.7,False,,19.1,24.0,39.6,114.0,58.9,False,7.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-25,5,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,26.8,False,,0.0,5.0,5.0,165.0,77.8,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-25,5,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.2,False,,5.0,18.2,31.4,60.6,35.6,True,3.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-25,5,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,30.9,False,,31.4,30.0,53.5,115.3,58.3,False,3.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-26,6,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,35.5,False,,0.0,7.3,7.3,167.3,76.8,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-26,6,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,33.5,False,,7.3,12.1,16.8,44.1,49.0,False,3.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-26,6,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,31.8,False,,16.8,21.0,38.8,116.0,58.0,False,3.9
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-27,0,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,36.5,False,,0.0,20.3,20.3,180.3,71.2,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-27,0,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.0,False,,20.3,22.6,24.9,38.1,56.7,False,1.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-27,0,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.3,False,,24.9,21.1,18.1,87.8,76.6,False,9.2
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-28,1,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,28.4,False,,0.0,3.5,3.5,163.5,78.5,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-28,1,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,28.8,False,,3.5,7.8,12.2,42.9,50.4,False,1.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-28,1,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,35.2,False,,12.2,19.6,43.0,124.2,54.1,False,4.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-29,2,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,31.3,False,,0.0,5.8,5.8,165.8,77.4,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-29,2,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,36.5,False,,5.8,7.4,9.1,37.5,57.6,False,1.6
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-29,2,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,37.0,False,,9.1,11.7,20.2,104.6,64.3,False,7.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-30,3,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,30.5,False,,0.0,15.4,15.4,175.4,73.2,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-30,3,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.0,False,,15.4,16.4,17.4,36.5,59.1,False,2.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-30,3,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,31.5,False,,17.4,24.8,41.5,118.7,56.6,False,4.2
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-31,4,10,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,33.9,False,,0.0,12.7,12.7,172.7,74.4,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-31,4,10,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,29.5,False,,12.7,16.1,19.5,41.2,52.4,False,2.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-10-31,4,10,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,30.1,False,,19.5,22.2,34.5,109.5,61.4,False,3.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-01,5,11,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,28.2,False,,0.0,16.1,16.1,176.1,72.9,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-01,5,11,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,30.6,False,,16.1,23.3,30.5,48.6,44.4,False,2.8
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-01,5,11,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,35.0,False,,30.5,26.0,31.4,94.8,70.9,False,5.7
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-02,6,11,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,29.1,False,,0.0,13.5,13.5,173.5,74.0,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-02,6,11,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,37.4,False,,13.5,23.2,33.0,54.0,40.0,True,2.2
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-02,6,11,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,24.9,False,,33.0,34.6,57.3,118.6,56.7,False,9.1
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-03,0,11,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,27.7,False,,0.0,26.4,26.4,186.4,68.9,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-03,0,11,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,38.5,False,,26.4,51.2,75.9,83.6,25.9,True,3.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-03,0,11,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,34.8,False,,75.9,60.4,79.0,97.2,69.1,False,7.5
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-04,1,11,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,39.2,False,,0.0,32.9,32.9,192.9,66.6,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-04,1,11,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,33.1,False,,32.9,42.6,52.4,53.8,40.1,True,2.2
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-04,1,11,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,27.0,False,,52.4,49.9,64.4,105.9,63.5,False,8.3
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-05,2,11,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,35.9,False,,0.0,54.2,54.2,214.2,59.9,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-05,2,11,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,32.7,True,55,54.2,68.9,83.6,63.3,34.1,True,2.4
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-05,2,11,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,30.5,False,,83.6,77.7,95.4,106.3,63.2,False,7.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-06,3,11,other,True,1,SBC,KPN,214.0,214,160,163,3,110,80.2,False,0.3,6,clear,8000,31.7,False,,0.0,24.9,24.9,184.9,69.4,False,0.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-06,3,11,other,True,2,KPN,JTJ,250.0,36,198,201,3,100,61.7,False,0.2,8,clear,8000,27.8,False,,24.9,38.7,52.5,62.0,34.9,True,3.0
12007,Shatabdi Express (SBC-MAS),R3,rajdhani_shatabdi_vb,1,2025-11-06,3,11,other,True,3,JTJ,MAS,362.0,112,296,296,0,110,70.7,False,0.35,9,clear,8000,35.8,False,,52.5,46.1,60.8,101.5,66.2,False,4.9
